,pos,neg,sum,pos_pct
AGTJ,1.0,,1.0,1.0
AGTL,2.0,,2.0,1.0
AGTM,,3.0,3.0,
AGTO,2.0,1.0,3.0,0.6666666666666666
AGTP,1.0,2.0,3.0,0.3333333333333333
AGTR,4.0,2.0,6.0,0.6666666666666666
AGTS,2.0,2.0,4.0,0.5
AGTT,1.0,1.0,2.0,0.5
AGTU,1.0,,1.0,1.0
AGTV,1.0,,1.0,1.0
AGTW,17.0,10.0,27.0,0.6296296296296297
AGTX,2.0,,2.0,1.0
AGTY,,2.0,2.0,
AGTZ,1.0,1.0,2.0,0.5
AGU,1.0,,1.0,1.0
AGUA,1.0,,1.0,1.0
AGUB,,3.0,3.0,
AGUC,1.0,,1.0,1.0
AGUE,,2.0,2.0,
AGUF,,1.0,1.0,
AGUG,1.0,1.0,2.0,0.5
AGUH,,2.0,2.0,
AGUJ,1.0,,1.0,1.0
AGUK,1.0,1.0,2.0,0.5
AGUL,1.0,2.0,3.0,0.3333333333333333
AGUN,1.0,,1.0,1.0
AGUO,1.0,,1.0,1.0
AGUQ,7.0,1.0,8.0,0.875
AGUS,1.0,1.0,2.0,0.5
AGUT,1.0,,1.0,1.0
AGUU,5.0,2.0,7.0,0.7142857142857143
AGUV,5.0,3.0,8.0,0.625
AGUW,3.0,,3.0,1.0
AGUX,2.0,,2.0,1.0
AGUY,4.0,,4.0,1.0
AGUZ,1.0,,1.0,1.0
AGV,13.0,4.0,17.0,0.7647058823529411
AGVB,2.0,,2.0,1.0
AGVC,2.0,,2.0,1.0
AGVE,,1.0,1.0,
AGVF,1.0,3.0,4.0,0.25
AGVH,17.0,3.0,20.0,0.85
AGVI,2.0,,2.0,1.0
AGVJ,1.0,,1.0,1.0
AGVK,2.0,,2.0,1.0
AGVL,5.0,,5.0,1.0
AGVN,4.0,1.0,5.0,0.8
AGVO,5.0,,5.0,1.0
AGVP,1.0,,1.0,1.0
AGVQ,1.0,,1.0,1.0
AGVT,2.0,,2.0,1.0
AGVU,,1.0,1.0,
AGVV,6.0,5.0,11.0,0.5454545454545454
AGVW,,1.0,1.0,
AGVX,2.0,,2.0,1.0
AGVY,1.0,1.0,2.0,0.5
AGVZ,1.0,,1.0,1.0
AGW,6.0,1.0,7.0,0.8571428571428571
AGWA,6.0,1.0,7.0,0.8571428571428571
AGWB,3.0,,3.0,1.0
AGWC,1.0,,1.0,1.0
AGWD,16.0,5.0,21.0,0.7619047619047619
AGWE,4.0,,4.0,1.0
AGWF,1.0,2.0,3.0,0.3333333333333333
AGWG,1.0,,1.0,1.0
AGWI,3.0,1.0,4.0,0.75
AGWJ,1.0,,1.0,1.0
AGWK,1.0,1.0,2.0,0.5
AGWM,3.0,1.0,4.0,0.75
AGWO,10.0,3.0,13.0,0.7692307692307693
AGWP,9.0,4.0,13.0,0.6923076923076923
AGWQ,1.0,1.0,2.0,0.5
AGWS,1.0,3.0,4.0,0.25
AGWT,18.0,3.0,21.0,0.8571428571428571
AGWU,2.0,,2.0,1.0
AGWV,3.0,,3.0,1.0
AGWW,1.0,,1.0,1.0
AGWX,1.0,1.0,2.0,0.5
AGWY,,1.0,1.0,
AGWZ,3.0,,3.0,1.0
AGX,6.0,,6.0,1.0
AGXA,2.0,1.0,3.0,0.6666666666666666
AGXB,2.0,,2.0,1.0
AGXC,1.0,,1.0,1.0
AGXE,1.0,1.0,2.0,0.5
AGXF,14.0,5.0,19.0,0.7368421052631579
AGXG,9.0,3.0,12.0,0.75
AGXI,3.0,,3.0,1.0
AGXK,3.0,1.0,4.0,0.75
AGXM,31.0,8.0,39.0,0.7948717948717948
AGXN,1.0,1.0,2.0,0.5
AGXO,4.0,,4.0,1.0
AGXP,5.0,,5.0,1.0
AGXR,3.0,2.0,5.0,0.6
AGXS,19.0,2.0,21.0,0.9047619047619048
AGXT,,1.0,1.0,
AGXU,1.0,,1.0,1.0
AGXV,1.0,,1.0,1.0
AGXW,2.0,1.0,3.0,0.6666666666666666
AGXX,9.0,3.0,12.0,0.75
AGXY,13.0,9.0,22.0,0.5909090909090909
AGXZ,1.0,,1.0,1.0
AGY,12.0,2.0,14.0,0.8571428571428571
AGYA,1.0,,1.0,1.0
AGYD,18.0,1.0,19.0,0.9473684210526315
AGYE,1.0,,1.0,1.0
AGYF,2.0,1.0,3.0,0.6666666666666666
AGYG,1.0,1.0,2.0,0.5
AGYH,6.0,,6.0,1.0
AGYJ,2.0,,2.0,1.0
AGYK,3.0,,3.0,1.0
AGYM,12.0,3.0,15.0,0.8
AGYN,1.0,,1.0,1.0
AGYR,1.0,,1.0,1.0
AGYV,,1.0,1.0,
AGYW,1.0,,1.0,1.0
AGYX,3.0,1.0,4.0,0.75
AGYY,1.0,1.0,2.0,0.5
AGYZ,6.0,2.0,8.0,0.75
AGZ,2.0,2.0,4.0,0.5
AGZB,1.0,,1.0,1.0
AGZC,1.0,1.0,2.0,0.5
AGZD,8.0,2.0,10.0,0.8
AGZE,1.0,,1.0,1.0
AGZF,3.0,1.0,4.0,0.75
AGZI,1.0,1.0,2.0,0.5
AGZL,1.0,,1.0,1.0
AGZM,1.0,,1.0,1.0
AGZN,15.0,5.0,20.0,0.75
AGZO,3.0,,3.0,1.0
AGZP,1.0,,1.0,1.0
AGZR,1.0,1.0,2.0,0.5
AGZS,1.0,,1.0,1.0
AGZT,96.0,31.0,127.0,0.7559055118110236
AGZU,2.0,,2.0,1.0
AGZW,1.0,,1.0,1.0
AGZX,1.0,,1.0,1.0
AGZY,2.0,1.0,3.0,0.6666666666666666
AGZZ,3.0,,3.0,1.0
AHA,6.0,,6.0,1.0
AHAA,1.0,,1.0,1.0
AHAB,1.0,,1.0,1.0
AHAC,1.0,,1.0,1.0
AHAD,1.0,,1.0,1.0
AHAE,1.0,,1.0,1.0
AHAF,1.0,,1.0,1.0
AHAH,20.0,6.0,26.0,0.7692307692307693
AHAI,1.0,,1.0,1.0
AHAJ,1.0,,1.0,1.0
AHAK,23.0,10.0,33.0,0.696969696969697
AHAL,4.0,2.0,6.0,0.6666666666666666
AHAM,9.0,3.0,12.0,0.75
AHAN,4.0,,4.0,1.0
AHAO,3.0,,3.0,1.0
AHAP,1.0,,1.0,1.0
AHAQ,7.0,2.0,9.0,0.7777777777777778
AHAS,,1.0,1.0,
AHAT,7.0,2.0,9.0,0.7777777777777778
AHAV,2.0,1.0,3.0,0.6666666666666666
AHAW,3.0,,3.0,1.0
AHAX,1.0,,1.0,1.0
AHAZ,,1.0,1.0,
AHB,,2.0,2.0,
AHBA,75.0,25.0,100.0,0.75
AHBB,1.0,1.0,2.0,0.5
AHBC,3.0,,3.0,1.0
AHBE,4.0,,4.0,1.0
AHBF,3.0,,3.0,1.0
AHBH,2.0,1.0,3.0,0.6666666666666666
AHBI,,1.0,1.0,
AHBJ,3.0,1.0,4.0,0.75
AHBM,3.0,,3.0,1.0
AHBN,,1.0,1.0,
AHBO,3.0,,3.0,1.0
AHBP,2.0,1.0,3.0,0.6666666666666666
AHBQ,1.0,,1.0,1.0
AHBR,2.0,,2.0,1.0
AHBS,,1.0,1.0,
AHBT,1.0,,1.0,1.0
AHBU,4.0,,4.0,1.0
AHBV,4.0,,4.0,1.0
AHBW,12.0,2.0,14.0,0.8571428571428571
AHBY,1.0,,1.0,1.0
AHBZ,1.0,,1.0,1.0
AHC,4.0,,4.0,1.0
AHCB,18.0,8.0,26.0,0.6923076923076923
AHCD,3.0,,3.0,1.0
AHCF,2.0,1.0,3.0,0.6666666666666666
AHCG,9.0,3.0,12.0,0.75
AHCH,1.0,,1.0,1.0
AHCI,1.0,,1.0,1.0
AHCK,1.0,,1.0,1.0
AHCM,2.0,,2.0,1.0
AHCN,46.0,17.0,63.0,0.7301587301587301
AHCO,,1.0,1.0,
AHCP,5.0,2.0,7.0,0.7142857142857143
AHCQ,3.0,,3.0,1.0
AHCR,1.0,,1.0,1.0
AHCS,3.0,,3.0,1.0
AHCT,1.0,1.0,2.0,0.5
AHCU,,1.0,1.0,
AHCV,1.0,2.0,3.0,0.3333333333333333
AHCW,,4.0,4.0,
AHCX,,1.0,1.0,
AHCY,7.0,3.0,10.0,0.7
AHCZ,1.0,1.0,2.0,0.5
AHD,2.0,1.0,3.0,0.6666666666666666
AHDA,2.0,2.0,4.0,0.5
AHDB,2.0,,2.0,1.0
AHDC,1.0,2.0,3.0,0.3333333333333333
AHDD,3.0,,3.0,1.0
AHDF,,3.0,3.0,
AHDG,,1.0,1.0,
AHDH,2.0,1.0,3.0,0.6666666666666666
AHDI,3.0,,3.0,1.0
AHDJ,1.0,,1.0,1.0
AHDK,2.0,,2.0,1.0
AHDM,33.0,13.0,46.0,0.717391304347826
AHDN,1.0,,1.0,1.0
AHDP,2.0,,2.0,1.0
AHDQ,1.0,,1.0,1.0
AHDR,3.0,3.0,6.0,0.5
AHDS,16.0,1.0,17.0,0.9411764705882353
AHDU,4.0,2.0,6.0,0.6666666666666666
AHDV,,1.0,1.0,
AHDW,4.0,,4.0,1.0
AHE,127.0,40.0,167.0,0.7604790419161677
AHEA,1.0,,1.0,1.0
AHEC,3.0,,3.0,1.0
AHED,2.0,,2.0,1.0
AHEE,1.0,,1.0,1.0
AHEF,,1.0,1.0,
AHEG,,1.0,1.0,
AHEH,2.0,,2.0,1.0
AHEK,,1.0,1.0,
AHEL,2.0,,2.0,1.0
AHEM,1.0,1.0,2.0,0.5
AHEN,2.0,,2.0,1.0
AHEO,2.0,1.0,3.0,0.6666666666666666
AHEP,1.0,,1.0,1.0
AHEQ,16.0,7.0,23.0,0.6956521739130435
AHER,1.0,,1.0,1.0
AHEU,5.0,4.0,9.0,0.5555555555555556
AHEV,1.0,,1.0,1.0
AHEW,1.0,,1.0,1.0
AHEX,4.0,,4.0,1.0
AHEY,2.0,,2.0,1.0
AHEZ,4.0,4.0,8.0,0.5
AHF,7.0,,7.0,1.0
AHFB,4.0,,4.0,1.0
AHFC,1.0,,1.0,1.0
AHFG,2.0,2.0,4.0,0.5
AHFH,14.0,1.0,15.0,0.9333333333333333
AHFI,1.0,1.0,2.0,0.5
AHFJ,5.0,2.0,7.0,0.7142857142857143
AHFK,1.0,,1.0,1.0
AHFL,2.0,1.0,3.0,0.6666666666666666
AHFM,2.0,1.0,3.0,0.6666666666666666
AHFN,1.0,,1.0,1.0
AHFO,,2.0,2.0,
AHFQ,1.0,,1.0,1.0
AHFR,3.0,,3.0,1.0
AHFS,3.0,,3.0,1.0
AHFT,1.0,1.0,2.0,0.5
AHFU,1.0,,1.0,1.0
AHFV,2.0,3.0,5.0,0.4
AHFW,24.0,4.0,28.0,0.8571428571428571
AHFX,5.0,,5.0,1.0
AHG,2.0,2.0,4.0,0.5
AHGA,4.0,,4.0,1.0
AHGB,1.0,,1.0,1.0
AHGC,4.0,1.0,5.0,0.8
AHGD,1.0,,1.0,1.0
AHGE,1.0,,1.0,1.0
AHGF,28.0,15.0,43.0,0.6511627906976745
AHGG,11.0,1.0,12.0,0.9166666666666666
AHGH,1.0,,1.0,1.0
AHGJ,1.0,2.0,3.0,0.3333333333333333
AHGK,1.0,,1.0,1.0
AHGL,1.0,1.0,2.0,0.5
AHGM,4.0,,4.0,1.0
AHGN,3.0,,3.0,1.0
AHGO,1.0,2.0,3.0,0.3333333333333333
AHGP,2.0,1.0,3.0,0.6666666666666666
AHGR,36.0,8.0,44.0,0.8181818181818182
AHGT,2.0,,2.0,1.0
AHGU,1.0,,1.0,1.0
AHGV,20.0,5.0,25.0,0.8
AHGX,1.0,,1.0,1.0
AHGY,1.0,1.0,2.0,0.5
AHGZ,2.0,,2.0,1.0
AHH,1.0,,1.0,1.0
AHHA,,2.0,2.0,
AHHC,,2.0,2.0,
AHHD,4.0,,4.0,1.0
AHHF,1.0,,1.0,1.0
AHHG,1.0,,1.0,1.0
AHHH,1.0,,1.0,1.0
AHHI,2.0,2.0,4.0,0.5
AHHL,5.0,1.0,6.0,0.8333333333333334
AHHM,,1.0,1.0,
AHHO,1.0,,1.0,1.0
AHHP,3.0,1.0,4.0,0.75
AHHQ,5.0,,5.0,1.0
AHHT,7.0,3.0,10.0,0.7
AHHU,1.0,4.0,5.0,0.2
AHHV,1.0,,1.0,1.0
AHHW,6.0,3.0,9.0,0.6666666666666666
AHHX,3.0,1.0,4.0,0.75
AHHY,5.0,2.0,7.0,0.7142857142857143
AHHZ,2.0,1.0,3.0,0.6666666666666666
AHI,6.0,5.0,11.0,0.5454545454545454
AHIA,1.0,,1.0,1.0
AHIB,1.0,1.0,2.0,0.5
AHIC,1.0,2.0,3.0,0.3333333333333333
AHID,1.0,,1.0,1.0
AHIE,1.0,,1.0,1.0
AHIF,1.0,,1.0,1.0
AHIH,,1.0,1.0,
AHII,3.0,,3.0,1.0
AHIJ,,1.0,1.0,
AHIL,1.0,,1.0,1.0
AHIM,,1.0,1.0,
AHIP,,1.0,1.0,
AHIR,2.0,,2.0,1.0
AHIS,1.0,,1.0,1.0
AHIW,,1.0,1.0,
AHIX,,1.0,1.0,
AHJ,10.0,6.0,16.0,0.625
AHJA,1.0,,1.0,1.0
AHJB,1.0,,1.0,1.0
AHJC,1.0,,1.0,1.0
AHJD,2.0,1.0,3.0,0.6666666666666666
AHJE,1.0,1.0,2.0,0.5
AHJF,2.0,1.0,3.0,0.6666666666666666
AHJG,2.0,,2.0,1.0
AHJI,1.0,,1.0,1.0
AHJJ,4.0,,4.0,1.0
AHJK,4.0,,4.0,1.0
AHJO,1.0,,1.0,1.0
AHJP,18.0,5.0,23.0,0.782608695652174
AHJR,1.0,,1.0,1.0
AHJS,1.0,,1.0,1.0
AHJT,1.0,,1.0,1.0
AHJU,10.0,2.0,12.0,0.8333333333333334
AHJV,2.0,1.0,3.0,0.6666666666666666
AHJW,13.0,2.0,15.0,0.8666666666666667
AHJY,2.0,1.0,3.0,0.6666666666666666
AHJZ,1.0,,1.0,1.0
AHK,3.0,1.0,4.0,0.75
AHKB,,2.0,2.0,
AHKC,2.0,1.0,3.0,0.6666666666666666
AHKD,,1.0,1.0,
AHKE,1.0,,1.0,1.0
AHKG,1.0,,1.0,1.0
AHKI,3.0,,3.0,1.0
AHKL,1.0,,1.0,1.0
AHKM,,1.0,1.0,
AHKN,9.0,,9.0,1.0
AHKO,,1.0,1.0,
AHKP,2.0,1.0,3.0,0.6666666666666666
AHKQ,2.0,,2.0,1.0
AHKR,6.0,3.0,9.0,0.6666666666666666
AHKT,6.0,,6.0,1.0
AHKV,1.0,,1.0,1.0
AHKW,1.0,,1.0,1.0
AHKX,1.0,,1.0,1.0
AHKY,,2.0,2.0,
AHKZ,,1.0,1.0,
AHL,26.0,8.0,34.0,0.7647058823529411
AHLA,1.0,,1.0,1.0
AHLB,18.0,4.0,22.0,0.8181818181818182
AHLC,6.0,,6.0,1.0
AHLD,1.0,,1.0,1.0
AHLE,1.0,,1.0,1.0
AHLF,5.0,6.0,11.0,0.45454545454545453
AHLG,1.0,,1.0,1.0
AHLI,1.0,,1.0,1.0
AHLK,8.0,1.0,9.0,0.8888888888888888
AHLL,1.0,,1.0,1.0
AHLM,4.0,1.0,5.0,0.8
AHLN,,1.0,1.0,
AHLO,2.0,,2.0,1.0
AHLQ,1.0,,1.0,1.0
AHLR,1.0,,1.0,1.0
AHLS,1.0,,1.0,1.0
AHLT,1.0,,1.0,1.0
AHLU,1.0,1.0,2.0,0.5
AHLV,1.0,,1.0,1.0
AHLW,23.0,2.0,25.0,0.92
AHLX,2.0,,2.0,1.0
AHLZ,1.0,,1.0,1.0
AHM,2.0,,2.0,1.0
AHMA,5.0,,5.0,1.0
AHMC,1.0,,1.0,1.0
AHMD,9.0,9.0,18.0,0.5
AHME,1.0,,1.0,1.0
AHMF,20.0,8.0,28.0,0.7142857142857143
AHMG,1.0,,1.0,1.0
AHMH,1.0,,1.0,1.0
AHMI,1.0,,1.0,1.0
AHMK,3.0,1.0,4.0,0.75
AHML,5.0,1.0,6.0,0.8333333333333334
AHMM,1.0,,1.0,1.0
AHMO,4.0,2.0,6.0,0.6666666666666666
AHMQ,1.0,,1.0,1.0
AHMR,3.0,,3.0,1.0
AHMS,1.0,1.0,2.0,0.5
AHMT,1.0,,1.0,1.0
AHMU,1.0,,1.0,1.0
AHMV,2.0,,2.0,1.0
AHMY,5.0,1.0,6.0,0.8333333333333334
AHMZ,2.0,,2.0,1.0
AHN,7.0,,7.0,1.0
AHNB,1.0,,1.0,1.0
AHND,1.0,,1.0,1.0
AHNE,5.0,2.0,7.0,0.7142857142857143
AHNF,1.0,,1.0,1.0
AHNH,,1.0,1.0,
AHNI,3.0,,3.0,1.0
AHNJ,1.0,1.0,2.0,0.5
AHNK,25.0,6.0,31.0,0.8064516129032258
AHNL,3.0,1.0,4.0,0.75
AHNM,,1.0,1.0,
AHNO,1.0,,1.0,1.0
AHNR,4.0,1.0,5.0,0.8
AHNT,1.0,2.0,3.0,0.3333333333333333
AHNW,,1.0,1.0,
AHNY,,2.0,2.0,
AHNZ,1.0,,1.0,1.0
AHO,2.0,,2.0,1.0
AHOB,,1.0,1.0,
AHOE,3.0,,3.0,1.0
AHOF,1.0,2.0,3.0,0.3333333333333333
AHOG,4.0,,4.0,1.0
AHOH,3.0,,3.0,1.0
AHOJ,,1.0,1.0,
AHOK,4.0,1.0,5.0,0.8
AHOL,2.0,,2.0,1.0
AHOM,,2.0,2.0,
AHON,14.0,5.0,19.0,0.7368421052631579
AHOP,2.0,,2.0,1.0
AHOQ,1.0,,1.0,1.0
AHOR,3.0,,3.0,1.0
AHOS,1.0,,1.0,1.0
AHOU,8.0,1.0,9.0,0.8888888888888888
AHOV,3.0,4.0,7.0,0.42857142857142855
AHOW,2.0,,2.0,1.0
AHOZ,11.0,2.0,13.0,0.8461538461538461
AHP,11.0,1.0,12.0,0.9166666666666666
AHPA,4.0,1.0,5.0,0.8
AHPC,2.0,1.0,3.0,0.6666666666666666
AHPD,1.0,,1.0,1.0
AHPE,2.0,,2.0,1.0
AHPF,2.0,1.0,3.0,0.6666666666666666
AHPG,1.0,1.0,2.0,0.5
AHPH,1.0,1.0,2.0,0.5
AHPJ,1.0,,1.0,1.0
AHPL,1.0,,1.0,1.0
AHPM,,1.0,1.0,
AHPP,41.0,12.0,53.0,0.7735849056603774
AHPQ,5.0,1.0,6.0,0.8333333333333334
AHPS,1.0,1.0,2.0,0.5
AHQ,5.0,4.0,9.0,0.5555555555555556
AHR,7.0,1.0,8.0,0.875
AHS,11.0,6.0,17.0,0.6470588235294118
AHT,1.0,1.0,2.0,0.5
AHU,30.0,16.0,46.0,0.6521739130434783
AHV,2.0,,2.0,1.0
AHW,3.0,,3.0,1.0
AHX,8.0,1.0,9.0,0.8888888888888888
AHY,14.0,8.0,22.0,0.6363636363636364
AHZ,3.0,1.0,4.0,0.75
AI,3.0,1.0,4.0,0.75
AIA,2.0,1.0,3.0,0.6666666666666666
AIB,4.0,,4.0,1.0
AIC,1.0,,1.0,1.0
AIE,2.0,,2.0,1.0
AIG,1.0,3.0,4.0,0.25
AIH,2.0,1.0,3.0,0.6666666666666666
AII,1.0,,1.0,1.0
AIJ,,1.0,1.0,
AIK,3.0,1.0,4.0,0.75
AIL,4.0,1.0,5.0,0.8
AIM,1.0,,1.0,1.0
AIN,7.0,2.0,9.0,0.7777777777777778
AIO,2.0,1.0,3.0,0.6666666666666666
AIP,3.0,,3.0,1.0
AIQ,1.0,,1.0,1.0
AIR,18.0,4.0,22.0,0.8181818181818182
AIS,2.0,,2.0,1.0
AIT,12.0,,12.0,1.0
AIU,32.0,11.0,43.0,0.7441860465116279
AIV,2.0,1.0,3.0,0.6666666666666666
AIW,7.0,1.0,8.0,0.875
AIX,,1.0,1.0,
AIY,,1.0,1.0,
AIZ,2.0,,2.0,1.0
AJ,4.0,1.0,5.0,0.8
AJA,3.0,4.0,7.0,0.42857142857142855
AJC,2.0,,2.0,1.0
AJD,4.0,,4.0,1.0
AJE,,1.0,1.0,
AJF,1.0,2.0,3.0,0.3333333333333333
AJG,5.0,,5.0,1.0
AJI,4.0,4.0,8.0,0.5
AJJ,5.0,3.0,8.0,0.625
AJK,2.0,,2.0,1.0
AJL,3.0,,3.0,1.0
AJM,2.0,,2.0,1.0
AJN,11.0,10.0,21.0,0.5238095238095238
AJO,85.0,33.0,118.0,0.7203389830508474
AJP,8.0,1.0,9.0,0.8888888888888888
AJQ,193.0,59.0,252.0,0.7658730158730159
AJS,4.0,2.0,6.0,0.6666666666666666
AJT,7.0,2.0,9.0,0.7777777777777778
AJU,3.0,,3.0,1.0
AJV,1.0,,1.0,1.0
AJW,1.0,,1.0,1.0
AJX,4.0,1.0,5.0,0.8
AJY,20.0,2.0,22.0,0.9090909090909091
AJZ,,3.0,3.0,
AK,24.0,6.0,30.0,0.8
AKB,3.0,,3.0,1.0
AKC,15.0,2.0,17.0,0.8823529411764706
AKD,3.0,4.0,7.0,0.42857142857142855
AKE,2.0,1.0,3.0,0.6666666666666666
AKF,1.0,,1.0,1.0
AKG,39.0,6.0,45.0,0.8666666666666667
AKH,3.0,,3.0,1.0
AKI,1.0,,1.0,1.0
AKK,1.0,,1.0,1.0
AKL,14.0,9.0,23.0,0.6086956521739131
AKM,4.0,,4.0,1.0
AKN,3.0,,3.0,1.0
AKO,1.0,1.0,2.0,0.5
AKP,3.0,2.0,5.0,0.6
AKQ,1.0,,1.0,1.0
AKR,1.0,,1.0,1.0
AKS,1.0,,1.0,1.0
AKT,6.0,2.0,8.0,0.75
AKU,2.0,1.0,3.0,0.6666666666666666
AKV,2.0,1.0,3.0,0.6666666666666666
AKW,5.0,,5.0,1.0
AKX,3.0,2.0,5.0,0.6
AKY,3.0,1.0,4.0,0.75
AKZ,9.0,1.0,10.0,0.9
AL,17.0,4.0,21.0,0.8095238095238095
ALA,2.0,,2.0,1.0
ALB,4.0,1.0,5.0,0.8
ALC,1.0,3.0,4.0,0.25
ALD,13.0,2.0,15.0,0.8666666666666667
ALE,21.0,2.0,23.0,0.9130434782608695
ALF,3.0,1.0,4.0,0.75
ALG,7.0,,7.0,1.0
ALH,1.0,1.0,2.0,0.5
ALI,17.0,10.0,27.0,0.6296296296296297
ALJ,4.0,3.0,7.0,0.5714285714285714
ALK,5.0,1.0,6.0,0.8333333333333334
ALL,4.0,4.0,8.0,0.5
ALM,3.0,1.0,4.0,0.75
ALN,2.0,1.0,3.0,0.6666666666666666
ALO,1.0,,1.0,1.0
ALP,1.0,2.0,3.0,0.3333333333333333
ALQ,3.0,1.0,4.0,0.75
ALR,4.0,,4.0,1.0
ALS,4.0,3.0,7.0,0.5714285714285714
ALT,8.0,1.0,9.0,0.8888888888888888
ALU,1.0,1.0,2.0,0.5
ALW,,1.0,1.0,
ALX,5.0,4.0,9.0,0.5555555555555556
ALZ,14.0,1.0,15.0,0.9333333333333333
AM,7.0,2.0,9.0,0.7777777777777778
AMA,14.0,4.0,18.0,0.7777777777777778
AMB,3.0,,3.0,1.0
AMC,2.0,,2.0,1.0
AMD,7.0,1.0,8.0,0.875
AMF,3.0,,3.0,1.0
AMG,1.0,,1.0,1.0
AMH,1.0,,1.0,1.0
AMI,1.0,1.0,2.0,0.5
AMJ,2.0,,2.0,1.0
AMK,7.0,,7.0,1.0
AML,2.0,,2.0,1.0
AMM,6.0,2.0,8.0,0.75
AMN,1.0,,1.0,1.0
AMO,18.0,16.0,34.0,0.5294117647058824
AMP,2.0,,2.0,1.0
AMQ,1.0,2.0,3.0,0.3333333333333333
AMR,108.0,52.0,160.0,0.675
AMS,12.0,2.0,14.0,0.8571428571428571
AMT,26.0,4.0,30.0,0.8666666666666667
AMU,1.0,,1.0,1.0
AMV,16.0,3.0,19.0,0.8421052631578947
AMW,8.0,3.0,11.0,0.7272727272727273
AMX,8.0,3.0,11.0,0.7272727272727273
AMY,25.0,3.0,28.0,0.8928571428571429
AMZ,11.0,2.0,13.0,0.8461538461538461
ANA,4.0,,4.0,1.0
ANB,2.0,1.0,3.0,0.6666666666666666
ANC,1.0,,1.0,1.0
AND,1.0,1.0,2.0,0.5
ANF,3.0,,3.0,1.0
ANG,2.0,,2.0,1.0
ANH,5.0,3.0,8.0,0.625
ANJ,7.0,,7.0,1.0
ANK,2.0,,2.0,1.0
ANL,1.0,,1.0,1.0
ANM,1.0,,1.0,1.0
ANN,6.0,1.0,7.0,0.8571428571428571
ANO,1.0,1.0,2.0,0.5
ANP,4.0,1.0,5.0,0.8
ANQ,3.0,,3.0,1.0
ANR,8.0,2.0,10.0,0.8
ANS,5.0,,5.0,1.0
ANT,4.0,2.0,6.0,0.6666666666666666
ANU,11.0,3.0,14.0,0.7857142857142857
ANV,12.0,6.0,18.0,0.6666666666666666
ANW,5.0,2.0,7.0,0.7142857142857143
ANX,7.0,4.0,11.0,0.6363636363636364
ANY,4.0,1.0,5.0,0.8
ANZ,2.0,1.0,3.0,0.6666666666666666
AO,3.0,1.0,4.0,0.75
AOB,4.0,1.0,5.0,0.8
AOC,6.0,,6.0,1.0
AOD,26.0,4.0,30.0,0.8666666666666667
AOE,14.0,7.0,21.0,0.6666666666666666
AOG,13.0,9.0,22.0,0.5909090909090909
AOH,22.0,5.0,27.0,0.8148148148148148
AOI,67.0,21.0,88.0,0.7613636363636364
AOJ,1.0,,1.0,1.0
AOK,5.0,2.0,7.0,0.7142857142857143
AOL,9.0,,9.0,1.0
AOM,1.0,,1.0,1.0
AON,3.0,,3.0,1.0
AOO,1.0,,1.0,1.0
AOP,2.0,,2.0,1.0
AOQ,4.0,3.0,7.0,0.5714285714285714
AOR,12.0,1.0,13.0,0.9230769230769231
AOS,3.0,,3.0,1.0
AOT,2.0,1.0,3.0,0.6666666666666666
AOU,3.0,,3.0,1.0
AOV,2.0,,2.0,1.0
AOW,1.0,,1.0,1.0
AOX,1.0,1.0,2.0,0.5
AOY,5.0,2.0,7.0,0.7142857142857143
AOZ,2.0,,2.0,1.0
AP,4.0,1.0,5.0,0.8
APA,7.0,,7.0,1.0
APB,2.0,1.0,3.0,0.6666666666666666
APC,1.0,,1.0,1.0
APD,1.0,1.0,2.0,0.5
APE,1.0,,1.0,1.0
APF,12.0,3.0,15.0,0.8
APG,2.0,1.0,3.0,0.6666666666666666
APH,3.0,,3.0,1.0
API,,1.0,1.0,
APJ,1.0,,1.0,1.0
APK,3.0,1.0,4.0,0.75
APL,11.0,3.0,14.0,0.7857142857142857
APM,2.0,1.0,3.0,0.6666666666666666
APO,12.0,,12.0,1.0
APP,2.0,,2.0,1.0
APQ,2.0,,2.0,1.0
APR,2.0,,2.0,1.0
APS,9.0,4.0,13.0,0.6923076923076923
APT,4.0,,4.0,1.0
APU,1.0,1.0,2.0,0.5
APV,24.0,7.0,31.0,0.7741935483870968
APW,5.0,,5.0,1.0
APX,2.0,,2.0,1.0
APY,1.0,,1.0,1.0
APZ,3.0,3.0,6.0,0.5
AQ,3.0,,3.0,1.0
AQA,14.0,3.0,17.0,0.8235294117647058
AQB,1.0,1.0,2.0,0.5
AQC,2.0,1.0,3.0,0.6666666666666666
AQD,3.0,,3.0,1.0
AQE,4.0,,4.0,1.0
AQF,2.0,,2.0,1.0
AQG,5.0,1.0,6.0,0.8333333333333334
AQH,,1.0,1.0,
AQJ,64.0,24.0,88.0,0.7272727272727273
AQK,2.0,2.0,4.0,0.5
AQL,1.0,1.0,2.0,0.5
AQM,6.0,1.0,7.0,0.8571428571428571
AQN,4.0,,4.0,1.0
AQO,1.0,1.0,2.0,0.5
AQP,13.0,4.0,17.0,0.7647058823529411
AQQ,1.0,1.0,2.0,0.5
AQR,2.0,1.0,3.0,0.6666666666666666
AQS,1.0,1.0,2.0,0.5
AQT,1.0,,1.0,1.0
AQU,1.0,2.0,3.0,0.3333333333333333
AQV,3.0,1.0,4.0,0.75
AQX,2.0,2.0,4.0,0.5
